accession	package	ncbiBioProjectAccession	biosampleGoldId	studyGoldId	env_broad_scale	env_broad_scale_mixs	env_broad_scale_mixs_via_obsolescence	is_biome	env_local_scale	env_local_scale_mixs	env_local_scale_mixs_via_obsolescence	is_selected_abp	env_medium	env_medium_mixs	env_medium_mixs_via_obsolescence	is_env_mat
SAMEA7723806	Generic.1.0	PRJEB42019	Gb0315503	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723807	Generic.1.0	PRJEB42019	Gb0315504	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723808	Generic.1.0	PRJEB42019	Gb0315505	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723809	Generic.1.0	PRJEB42019	Gb0315506	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723810	Generic.1.0	PRJEB42019	Gb0315507	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723811	Generic.1.0	PRJEB42019	Gb0315508	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723812	Generic.1.0	PRJEB42019	Gb0315509	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723813	Generic.1.0	PRJEB42019	Gb0315510	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723814	Generic.1.0	PRJEB42019	Gb0315511	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723815	Generic.1.0	PRJEB42019	Gb0315512	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723816	Generic.1.0	PRJEB42019	Gb0315513	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723817	Generic.1.0	PRJEB42019	Gb0315514	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723818	Generic.1.0	PRJEB42019	Gb0315515	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723819	Generic.1.0	PRJEB42019	Gb0315516	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723820	Generic.1.0	PRJEB42019	Gb0315517	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723821	Generic.1.0	PRJEB42019	Gb0315518	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723822	Generic.1.0	PRJEB42019	Gb0315519	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723823	Generic.1.0	PRJEB42019	Gb0315520	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723824	Generic.1.0	PRJEB42019	Gb0315521	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723825	Generic.1.0	PRJEB42019	Gb0315522	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723826	Generic.1.0	PRJEB42019	Gb0315523	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723827	Generic.1.0	PRJEB42019	Gb0315524	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723828	Generic.1.0	PRJEB42019	Gb0315525	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723829	Generic.1.0	PRJEB42019	Gb0315526	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723830	Generic.1.0	PRJEB42019	Gb0315527	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723831	Generic.1.0	PRJEB42019	Gb0315528	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723832	Generic.1.0	PRJEB42019	Gb0315529	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723833	Generic.1.0	PRJEB42019	Gb0315530	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723834	Generic.1.0	PRJEB42019	Gb0315531	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723835	Generic.1.0	PRJEB42019	Gb0315532	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723836	Generic.1.0	PRJEB42019	Gb0315533	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723837	Generic.1.0	PRJEB42019	Gb0315534	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723838	Generic.1.0	PRJEB42019	Gb0315535	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723839	Generic.1.0	PRJEB42019	Gb0315536	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723840	Generic.1.0	PRJEB42019	Gb0315537	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723841	Generic.1.0	PRJEB42019	Gb0315538	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723842	Generic.1.0	PRJEB42019	Gb0315539	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723843	Generic.1.0	PRJEB42019	Gb0315540	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7723844	Generic.1.0	PRJEB42019	Gb0315741	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	cell culture	cell culture [ENVO:02000008]	False	True
SAMEA7723845	Generic.1.0	PRJEB42019	Gb0315742	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	cell culture	cell culture [ENVO:02000008]	False	True
SAMEA7723846	Generic.1.0	PRJEB42019	Gb0315743	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	cell culture	cell culture [ENVO:02000008]	False	True
SAMEA7723847	Generic.1.0	PRJEB42019	Gb0315744	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	cell culture	cell culture [ENVO:02000008]	False	True
SAMEA7723848	Generic.1.0	PRJEB42019	Gb0315438	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	anaerobic bioreactor	anaerobic bioreactor [ENVO:00002124]	False	False	anaerobic sludge	anaerobic sludge [ENVO:00002129]	False	True
SAMEA7723849	Generic.1.0	PRJEB42019	Gb0315766	Gs0154244	Small lake biome		False	False	pond bed	pond bed [ENVO:00000512]	False	True	lake sediment	lake sediment [ENVO:00000546]	False	True
SAMEA7723850	Generic.1.0	PRJEB42019	Gb0315767	Gs0154244	Small lake biome		False	False	pond bed	pond bed [ENVO:00000512]	False	True	lake sediment	lake sediment [ENVO:00000546]	False	True
SAMEA7723851	Generic.1.0	PRJEB42019	Gb0315768	Gs0154244	Small lake biome		False	False	pond bed	pond bed [ENVO:00000512]	False	True	lake sediment	lake sediment [ENVO:00000546]	False	True
SAMEA7723852	Generic.1.0	PRJEB42019	Gb0315769	Gs0154244	Small lake biome		False	False	pond bed	pond bed [ENVO:00000512]	False	True	lake sediment	lake sediment [ENVO:00000546]	False	True
SAMEA7723853	Generic.1.0	PRJEB42019	Gb0315770	Gs0154244	Small lake biome		False	False	pond bed	pond bed [ENVO:00000512]	False	True	lake sediment	lake sediment [ENVO:00000546]	False	True
SAMEA7723854	Generic.1.0	PRJEB42019	Gb0315771	Gs0154244	Small lake biome		False	False	pond bed	pond bed [ENVO:00000512]	False	True	lake sediment	lake sediment [ENVO:00000546]	False	True
SAMEA7723855	Generic.1.0	PRJEB42019	Gb0315772	Gs0154244	Small lake biome		False	False	pond bed	pond bed [ENVO:00000512]	False	True	lake sediment	lake sediment [ENVO:00000546]	False	True
SAMEA7723856	Generic.1.0	PRJEB42019	Gb0315773	Gs0154244	Small lake biome		False	False	pond bed	pond bed [ENVO:00000512]	False	True	lake sediment	lake sediment [ENVO:00000546]	False	True
SAMEA7723857	Generic.1.0	PRJEB42019	Gb0315726	Gs0154244	temperate shrubland		False	False	wetland		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7723858	Generic.1.0	PRJEB42019	Gb0315727	Gs0154244	temperate shrubland		False	False	wetland		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7723859	Generic.1.0	PRJEB42019	Gb0315728	Gs0154244	temperate shrubland		False	False	wetland		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7723860	Generic.1.0	PRJEB42019	Gb0315729	Gs0154244	tropical moist broadleaf forest	tropical moist broadleaf forest [ENVO:01001800]	False	False	forest		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7723861	Generic.1.0	PRJEB42019	Gb0315730	Gs0154244	tropical moist broadleaf forest	tropical moist broadleaf forest [ENVO:01001800]	False	False	forest		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7723862	Generic.1.0	PRJEB42019	Gb0315731	Gs0154244	tropical moist broadleaf forest	tropical moist broadleaf forest [ENVO:01001800]	False	False	forest		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7723863	Generic.1.0	PRJEB42019	Gb0315732	Gs0154244	tropical moist broadleaf forest	tropical moist broadleaf forest [ENVO:01001800]	False	False	forest		False	False	pitcher plant fluid		False	False
SAMEA7723864	Generic.1.0	PRJEB42019	Gb0315733	Gs0154244	tropical moist broadleaf forest	tropical moist broadleaf forest [ENVO:01001800]	False	False	forest		False	False	pitcher plant fluid		False	False
SAMEA7723865	Generic.1.0	PRJEB42019	Gb0315734	Gs0154244	tropical moist broadleaf forest	tropical moist broadleaf forest [ENVO:01001800]	False	False	forest		False	False	pitcher plant fluid		False	False
SAMEA7723866	Generic.1.0	PRJEB42019	Gb0315735	Gs0154244	flooded savanna		False	False	wetland		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7723867	Generic.1.0	PRJEB42019	Gb0315736	Gs0154244	freshwater biome	freshwater biome [ENVO:00000873]	False	True	wetland		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7723868	Generic.1.0	PRJEB42019	Gb0315737	Gs0154244	freshwater biome	freshwater biome [ENVO:00000873]	False	True	wetland		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7723869	Generic.1.0	PRJEB42019	Gb0315738	Gs0154244	temperate shrubland		False	False	wetland		False	False	pitcher plant fluid		False	False
SAMEA7723870	Generic.1.0	PRJEB42019	Gb0315739	Gs0154244	temperate shrubland		False	False	wetland		False	False	pitcher plant fluid		False	False
SAMEA7723871	Generic.1.0	PRJEB42019	Gb0315740	Gs0154244	temperate shrubland		False	False	wetland		False	False	pitcher plant fluid		False	False
SAMEA7723872	Generic.1.0	PRJEB42019	Gb0297381	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	marine benthic feature		False	False	marine sediment	marine sediment [ENVO:03000033]	False	True
SAMEA7723873	Generic.1.0	PRJEB42019	Gb0297382	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	marine benthic feature		False	False	marine sediment	marine sediment [ENVO:03000033]	False	True
SAMEA7723874	Generic.1.0	PRJEB42019	Gb0297383	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	marine benthic feature		False	False	marine sediment	marine sediment [ENVO:03000033]	False	True
SAMEA7723875	Generic.1.0	PRJEB42019	Gb0297384	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	marine benthic feature		False	False	marine sediment	marine sediment [ENVO:03000033]	False	True
SAMEA7723876	Generic.1.0	PRJEB42019	Gb0297385	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	marine benthic feature		False	False	marine sediment	marine sediment [ENVO:03000033]	False	True
SAMEA7723877	Generic.1.0	PRJEB42019	Gb0297386	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	marine benthic feature		False	False	marine sediment	marine sediment [ENVO:03000033]	False	True
SAMEA7723878	Generic.1.0	PRJEB42019	Gb0297387	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	marine benthic feature		False	False	marine sediment	marine sediment [ENVO:03000033]	False	True
SAMEA7723879	Generic.1.0	PRJEB42019	Gb0315798	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	soil	soil [ENVO:00001998]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7723880	Generic.1.0	PRJEB42019	Gb0315799	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	soil	soil [ENVO:00001998]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7723881	Generic.1.0	PRJEB42019	Gb0315800	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	soil	soil [ENVO:00001998]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7723882	Generic.1.0	PRJEB42019	Gb0315790	Gs0154244	marine biome	marine biome [ENVO:00000447]	False	True	host-associated habitat		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7723883	Generic.1.0	PRJEB42019	Gb0315793	Gs0154244	marine biome	marine biome [ENVO:00000447]	False	True	host-associated habitat		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7723884	Generic.1.0	PRJEB42019	Gb0315784	Gs0154244	marine biome	marine biome [ENVO:00000447]	False	True	host-associated habitat		False	False	organic material	organic material [ENVO:01000155]	False	True
